,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timebre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,,analyzer_version,track_7digitalid,artist_familiar,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,artist_7digitalid
17,22050,a721488b08d01433ab42542ac04c0cfe,0.0,309.18485,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.33,-6.334,1,0.565,303.711,134.056,4,0.497,b'TRBHXSQ12903D0967F',17,b'',8234047,0.591940610279424,0.40567213597168034,b'ARYFAT91187B99FEF5',51.48126,"Cardiff, Wales",-3.18067,b'e314b02c-8724-4cc0-8da9-b754454f8378',Tigertailz,57097,b'',0,0,b'Thrill Pistol / Wazbones',743830,,SOSIDUF12AC468D60B,b'Thrill Pistol',124342
18,22050,c656745ed9d62b9fd49b8c204806b44e,0.0,224.65261,1.129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.363,-6.269,0,0.426,220.462,122.511,4,0.968,b'TRBHXUG128EF343575',18,b'',720969,0.5738431163226819,0.40864682737660296,b'ARP32X81187B99EBF5',42.33168,"Detroit, MI",-83.04792,b'4bf03ff6-9259-4e36-b59a-2c58d61ee68e',Vanessa Bell Armstrong,7981,b'',0,0,b'Walking Miracle',68914,,SOWZSFY12A67AD820C,b'Walking Miracle',54079
19,22050,bad746dd6a5f012678f042402c3f5674,0.0,239.15057,0.348,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.892,-8.815,1,0.783,229.1,133.18,4,0.297,b'TRBHXCE128F92F0953',19,b'',4878287,0.44566129114396935,0.2480246869211474,b'AR6DGPH1187B998587',35.83073,Tennessee,-85.97874,b'e7543947-9735-4fd1-87f8-9c1740fa2cef',David Evans,65227,b'',0,0,b'Needy Time',437702,,SOSDNNL12AB017BEBD,b'Now Is A Needy Time',323299
20,22050,146f842400b1e2f6f7445ae9f7d1e762,0.0,203.15383,0.609,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.045,-12.939,1,0.373,189.457,119.831,3,0.792,b'TRBHXWT128F42931A9',20,b'',1127231,0.6880033488369731,0.4693403742592461,b'ARSL3N21187B98DFC5',,,,b'74ba575f-3420-4d62-8e48-ac473d3c4282',Klaus Badelt,-1,b'',0,0,b'Rescue Dawn',109107,0.42512465831305757,SOEKFRD12A8C13CC0A,"b""Dieter's Theme""",20131
21,22050,dbe9496fef95599252e78b3ab6af0f92,0.0,131.44771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.553,-9.771,1,0.555,127.431,108.829,5,0.052,b'TRBHRNN128F92DFCE7',21,b'',4253314,0.45360053886418067,0.3508035740686485,b'ARN4IYF1187FB49D76',,,,b'733fd871-62b7-4fa3-9c70-6e7aa6cdfe0e',Pagan Wanderer Lu,-1,b'',0,0,b'Perfection R.I.P.',383446,0.0,SOWEEDF12A58A765D9,b'(eskomolto)',293676
22,22050,e293ce403c334392b01fb6bafca2dec8,0.0,140.56444,2.229,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.232,-11.616,1,0.0,138.432,100.869,3,0.926,b'TRBHRXT128F427F7AD',22,b'',3277919,0.47021229568907263,0.3200869267523748,b'ARJIE2Y1187B994AB7',,,,b'8910064e-1810-42dc-90ba-bdab48cd9326',Line Renaud,26581,b'',0,0,b'Copacabana',291956,0.0,SOVBQWR12A8C137843,"b""Il N'Etait Pas Sentimental""",19334
23,22050,710eac4e1bf85d60ec51cd7665af4137,0.0,179.51302,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.668,-1.997,1,0.547,171.584,98.071,4,1.0,b'TRBHRGD12903CA7A58',23,b'',8795955,0.7292122740965461,0.48133930857423185,b'ARVUN5F1187FB4CCC7',,"Kingston, Jamaica",,b'0d85b9f2-802d-48bb-aa85-6a9668869053',Beenie Man,177,b'',0,0,b'Beenie Man - EP',795316,0.3016817567316363,SOJHGZJ12AB0187E31,b'Bad Man Story',7537
24,22050,744849d892c33f5c3f523591e8a8b4a5,0.0,207.20281,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-12.682,0,0.221,199.982,193.426,4,0.0,b'TRBHRLX128F93466B9',24,b'',5694185,0.585479539749522,0.36438492446826576,b'ARW63KF1187B98AC48',46.71067,FR,1.71819,b'8b74c6be-1f8d-4893-8526-1be4a3686f7a',Julien Clerc,61961,b'',0,0,b'Niagara',514440,,SOFLYRR12AB0181D04,b'Rolo Le Baroudeur',13038
25,22050,d121e44192e3447ec670ee16d86b10cd,0.0,569.20771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,-17.647,1,0.317,562.364,96.598,7,0.667,b'TRBHRKO128F42479B1',25,b'',1461197,0.5410779524977934,0.30454771337183484,b'ARGC7FQ1187FB409CC',40.71455,New York,-74.00712,b'e211367b-efd7-43b6-a4ba-1defb4dc1fb0',Stew,68482,b'',0,0,b'The Naked Dutch Painter And Other Songs',140708,0.0,SOJZKQG12A8C131DDC,b'The Drug Suite',109946
26,22050,f280d33679ef61656ed9b10f7bdb9e14,0.0,121.02485,0.203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.161,-9.652,1,0.392,112.808,148.264,1,0.0,b'TRBHRME128F42537E5',26,b'',2161297,0.1729213015573182,0.0,b'ARPBOCU11F50C4B49B',,,,b'',Blanks77,90954,b'',0,0,b'Killer Blanks',198644,0.2998774882739778,SOYIDUQ12A8C136E86,b'Final Solution',147048
27,22050,0a6b9c91c27ea8d2b8cd7968477095ad,0.0,193.38404,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.606,-6.016,1,0.575,182.938,112.897,1,0.201,b'TRBHRGA128F4268884',27,b'',1611326,0.5620903369072899,0.38714650165246794,b'ARLT4N91187FB533DB',,"Los Angeles, CA",,b'abcc1941-e8d2-406a-b4bb-6c208f36d2cf',Low Millions,61844,b'',0,0,b'Eleanor',154282,,SOLIQRN12A8C1391A6,b'Eleanor',14247
28,22050,b13d8934c7af4a7ade0df51c70c8324d,0.0,206.99383,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.024,-5.435,0,0.258,196.94,40.027,1,0.0,b'TRBHRGS128F92E535F',28,b'',3693703,0.6178701163443497,0.36366811024462387,b'ARNVH8S1187FB52F86',18.11526,"Jamaica, West Indies",-77.27348,b'41c0869f-dfe6-46cc-aa35-cbe9f29638cf',Heavy D,-1,b'',0,0,b'Vibes',328275,0.27045497911567046,SOUCCAM12AB0181444,b'Chasing Windmills',257069
29,22050,fbce518f7f859cbd47fe9fa65f771f6a,0.0,135.52281,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,-6.6,0,0.416,132.487,191.063,4,0.0,b'TRBHROF128F4219E60',29,b'',2494825,0.7788167165625715,0.5542914890128156,b'AR06EB01187FB40150',,"Berkeley, CA",,b'dcaa4f81-bfb7-44eb-8594-4e74f004b6e4',NOFX,11040,b'',0,0,b'I Heard They Suck Live!',226776,0.4137398358601097,SOKINCY12A6D4FB7CD,b'Linoleum (live)',33328
30,22050,2873aa3d26506480117b6a4c9dc10473,0.0,316.55138,0.239,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,-7.43,1,0.246,312.436,95.863,4,0.932,b'TRBHRUL12903CCDF09',30,b'',8953332,0.6864520832317745,0.5172592831380602,b'ARMD6JB1187FB3B0E7',,Germany,,b'7928481f-848e-4551-b658-472c0aaf0c85',Die Fantastischen Vier,2338,b'',0,0,b'F\xc3\xbcr Dich Immer Noch Fanta Sie',809638,0.600471580614151,SODJEJR12AB018A460,b'Was wollen wir noch mehr?',60985
31,22050,aadafa68899a9540e2aa0e43e1f2cd2e,0.0,221.09995,0.177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.054,-7.114,1,0.535,215.545,149.984,4,1.0,b'TRBHRGW128F92FFEFF',31,b'',8776106,0.582365878546936,0.3028554195218622,b'ARGBGC71187FB3DD0B',,,,b'4eb42e20-021e-40e3-897c-d0ae81d988fd',DJ Nasty,-1,b'',0,0,b'1st. Round Darft Pick',793450,0.0,SONVBPG12A8C13F8A4,b'Child Support',388422
32,22050,8ab238bdcf75880474cd30f4b4409204,0.0,266.52689,0.711,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.883,-15.175,1,0.89,263.726,98.8,5,0.573,b'TRBHRLC128F14AE627',32,b'',671461,0.5080586129066689,0.3722985729468398,b'ARLQ5EV1187FB4491D',38.99792,Colorado,-105.55096,b'5a2e43fd-dcc7-48b3-97a4-393ad8250a70',Don Francisco,61424,b'',0,0,b'Genesis And Job',64577,0.0,SOBZRVN12A6D4FBB17,"b""Job's Defiance""",49962
33,22050,bd449b6bb4dacada2a16637b10887201,0.0,375.48363,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.678,-3.506,1,0.278,361.558,137.976,4,1.0,b'TRBHRKE12903CFC929',33,b'',6719454,0.0,0.0,b'ARRZNPS124207806FA',,Florida,,b'',Devine and emilyPLAY,-1,b'',0,0,b'Hold On / Turn It Up',604916,,SOGUHFC12AC46895A7,b'Turn It Up',-1
34,22050,f7c897f8e1bd8b14ee8d8173b49f9e78,0.0,179.01669,0.136,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.332,-6.595,0,0.005,179.017,200.249,1,0.0,b'TRBHHNH128F92F6070',34,b'',3787569,0.43351711555557576,0.0,b'ARJJPQP1241B9CA062',,,,b'',Gabriel Grossi,-1,b'',0,0,b'Diz que fui por a\xc3\xad',338629,0.0,SOCJPJT12AB017EAA7,b'Rebuli\xc3\xa7o',263676
35,22050,c39eeff605226ad9a13a64c8312d75c1,0.0,218.48771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.202,-3.287,1,0.441,215.609,166.409,3,0.581,b'TRBHHUB12903D09FEA',35,b'',8236500,0.725402920778495,0.4549573948202216,b'ARVXKTV1187FB44139',36.97402,"Santa Cruz, CA",-122.03095,b'99d6cff5-7cd7-4980-b40f-3e34aac44171',Arsonists Get All The Girls,140199,b'',0,0,b'Portals',744095,0.7550682767153579,SOKEGBU12AB017FA3E,b'Skiff For The Suits',114108
36,22050,2e1a595e320975fa0b33a8c9b4c13ae6,0.0,90.8273,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.377,-11.378,1,0.35,90.827,63.641,4,0.0,b'TRBHHRC128F427F353',36,b'',1036100,0.7040939465198991,0.4107435775323873,b'ARS2KW51187B9B556E',,,,b'f5abf27f-4785-4777-9ea6-234a1d143ee7',X (Australia),47105,b'',0,0,b'Aspirations',99422,0.26586104921065007,SOJKIPU12A8C137B47,b'It Must Be Me',29574
37,22050,f28191eb4de031fc5f9697d7f1a0e6c3,0.0,153.73016,0.305,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.46,-9.675,1,0.547,150.785,81.626,7,0.793,b'TRBHHCI12903CAEEB5',37,b'',7373948,0.36987695823196864,0.25022732647127965,b'ARTUXSS1187FB4BD20',40.71455,"New York, NY",-74.00712,b'5780ff53-6dfa-4835-80dc-71c7316208a5',Doc Pomus,-1,b'',0,0,b'The Savoy Blues_ Vol. 3',665127,,SOBHQGR12A8C134244,b'Fruity Woman',27333
38,22050,5b6b751bb6e817c2205b27ed9d24912e,0.0,157.07383,3.634,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.649,-9.514,1,0.655,147.876,141.257,4,0.363,b'TRBHHUF12903CAA46B',38,b'',8331357,0.8320117706473318,0.6941285029590545,b'ARC8CQZ1187B98DECA',,"Galveston, TX",,b'ff6e677f-91dd-4986-a174-8db0474b1799',Jack Johnson,759,b'',0,0,b'Music For Relief Download To Donate For Haiti',752698,0.5101927314839804,SONBEKD12AB01894DC,b'Times Like These [Live From Red Rocks]',1613
39,22050,899074f80dfa2f636712e80f15874d1d,0.0,48.29995,0.229,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.078,-30.089,1,0.487,43.723,82.799,4,0.0,b'TRBHHHC128F428428E',39,b'',2963541,0.6297324888091065,0.3412658413564567,b'AR323JD1187FB483D0',,New York,,b'efb91519-38e7-47ee-8713-3eb026d09764',Solomon,77119,b'',0,0,b'Solomon Vol. 2',254009,,SOHPMTS12A8C14093A,b'25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XXII',21797
40,22050,116c9dffebf0db4c02a9b1f345864c3f,0.0,299.72853,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.7,-16.253,0,0.643,286.598,173.945,4,0.563,b'TRBHHUC128F4294C6F',40,b'',1137931,0.6465181300204232,0.46846255677857396,b'ARX134S1187FB46E56',,CANADA - Ontario,,b'fa3b1319-9f65-41b4-a8ba-6436d8c42e12',Scott Matthews,-1,b'',0,0,b'Passing Stranger',109988,,SOKODRA12A8C13B4B5,b'City Headache',31576
41,22050,148dff0555d81608423ab1f27154274e,0.0,153.67791,0.409,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.719,-14.234,1,0.652,146.042,93.77,1,0.0,b'TRBHHCU128F148AF19',41,b'',496918,0.5515651754684117,0.3713025465171209,b'ARPEUYM1187FB4A97A',30.4951,"Lobdell, LA",-91.25276,b'dcf7b2e3-d3aa-41e4-bba5-40515122f209',Slim Harpo,-1,b'',0,0,b'The Excello Singles Anthology',46489,0.0,SOHDREN12A6D4F89EC,"b""I Love The Life I'm Living""",30161
42,22050,9e3fd5830183e3400677528189579bda,0.0,974.99383,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,-12.391,1,0.584,971.912,126.83,4,0.457,b'TRBHHDU128F92FD6B5',42,b'',6833769,0.6335459987503766,0.4024958799867582,b'ARPISA41187FB3DE42',51.77045,"Essex, England",0.64255,b'696989bc-c9a8-4ba8-a99b-b8015dba577f',Humble Pie,64570,b'',0,0,b'The Atlanta Years',614711,0.0,SOFNWZV12A8C144495,b'Rude!/Drum Solo',235338
43,22050,323c0e6bbb31a6619e702cb5013c70b2,0.0,422.55628,0.101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,-9.929,1,0.25,411.353,102.739,3,1.0,b'TRBHHWQ128F93321AB',43,b'',4083649,0.5744007886920006,0.4460715844124553,b'ARRH2S81187B98C8AA',43.07295,"Madison, Wisconsin",-89.38669,b'fb7659b2-5ceb-45ac-be95-b0c1f832caec',Bongzilla,-1,b'',0,0,b'Live From the Relapse Contamination Festival',366763,,SOQCRIP12AB0184DA3,b'Stone a Pig',170417
44,22050,400f6cc3b6592683f44bd338b8a1ee12,0.0,558.44526,5.126,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,-10.91,1,0.473,545.762,139.286,1,0.0,b'TRBHHRZ128F425C477',44,b'',3115018,0.6174214066397045,0.44925387694771113,b'AR7GOK91187FB455F5',48.85692,"Paris, France",2.34121,b'0b3819e6-3fa1-4a50-a84c-f2a62643185d',Jean-Jacques Goldman,26966,b'',0,0,b'Int\xc3\xa9grale 81-91',279664,0.0,SOTNVHX12A8AE45CE9,"b'Medley : ""Traces"" (Live)'",88418
45,22050,4566420e2e656bc8e87ed5547ca2ac54,0.0,108.14649,0.308,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.42,-10.173,1,0.516,99.643,154.246,1,0.0,b'TRBHHGM12903CFD7C3',45,b'',8185144,0.6533406926626858,0.44960808830900445,b'ARLLRL61187B9B6698',47.25513,"Tacoma, WA",-122.44165,b'16346cf4-4d2b-40ec-8393-0fc7296d92fe',The Sonics,128437,b'',0,0,b'Maintaining My Cool',738782,0.4715782477005801,SOVEIDU12AC9097A10,b'On The Road Again',241432
46,22050,6a2326c87aff461418c6a74582e0af97,0.0,181.62893,0.624,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.438,-7.163,1,0.429,177.65,102.155,4,0.373,b'TRBHHFG128F93353FE',46,b'',5623738,0.5501038502561703,0.38623768283972165,b'ARQHLIO1187B98AA6A',,,,b'ec5b0121-b610-4968-81cf-70768dae23f1',Jay Pérez,16138,b'',0,0,b'Tesoros De Colecci\xc3\xb3n',508143,0.0,SOCSIII12AB0183D7F,b'Mi Lindo Amor',313149
